CODGEO,LibCommune,Region,Departement,Population2012,Population2007,Superficie,Naissances2007-2012,Deces2007-2012,Menages2012,NaissancesDomiciliees2013,DecesDomicilies2013,Logements2012,Residences2012,ResidencesSecondaires2012, LogementsVacants2012,ResidencesPrincipalesPropriétaires2012,NombreMenagesFiscaux2012,PartMenagesFiscauxImposes2012,MedianeRevenuDispoUC2012,TauxPauvrete2012,EmploisLT2012,Emplois SalariesLT2012,EmploisLT2007,Pop15-64ans2012,Chomeurs15-64ans2012,Actifs15-64ans2012,TotalEtsActifsFin2012,EtsActifsAgricultureFin2012,EtsActifsIndustrieFin2012,EtsActifs ConstructionFin2012,EtsActifsCommerceServicesFin2012,EtsActifsReparationAutoFin2012,EtsActifsAdmPubliqueFin2012,EtsActifs1-9SalariésFin2012,EtsActifs10ouPlusFin2012,Latitude,Longitude,Metropole
33103,Castelmoron-d'Albret,72,33,53.0,56.0,0.04,6.0,3.0,27.5192307692,0.0,0.0,47.8366910867,27.5192307692,9.14285714286,11.1746031746,14.2692307692,,,,,5.09452889987,1.00558659218,6.11886969318,28.5384615385,5.09615384615,20.3846153846,7.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,44.6794782931, -0.0114847499916,
33116,Cazats,72,33,315.0,314.0,7.48,15.0,9.0,127.5,5.0,1.0,158.081560284,127.5,5.4609929078,25.1205673759,98.5714285714,144.0,,19723.6,,57.6988094472,47.1200603718,65.2924091386,204.642857143,13.9285714286,146.785714286,38.0,15.0,0.0,5.0,15.0,2.0,3.0,4.0,1.0,44.473019034, -0.203200932598,
33129,Cleyrac,72,33,154.0,141.0,6.07,7.0,3.0,64.3291139241,1.0,1.0,73.2137293087,64.3291139241,6.91025641026,1.97435897436,52.6329113924,63.0,,17374.6666667,,33.539245069,16.9295852028,32.9963243989,101.367088608,7.79746835443,66.2784810127,33.0,18.0,2.0,0.0,11.0,2.0,2.0,4.0,0.0,44.7187705333, -0.0383372674584,
33130,Coimères,72,33,904.0,724.0,12.91,44.0,28.0,352.390852391,13.0,8.0,377.977808913,352.390852391,5.68599033816,19.9009661836,261.239085239,346.0,,20617.6666667,,117.648367591,95.9500486791,117.512159729,584.498960499,45.106029106,440.723492723,77.0,16.0,3.0,9.0,40.0,9.0,9.0,9.0,2.0,44.5004950775, -0.212633821506,
33143,Cubzac-les-Ponts,72,33,2261.0,1927.0,8.92,122.0,41.0,908.0,41.0,6.0,991.0,908.0,20.0,63.0,661.0,932.0,64.3394199785,19693.5,12.35529,308.756216566,235.718373569,310.276701412,1489.0,132.0,1140.0,127.0,9.0,8.0,39.0,59.0,22.0,12.0,28.0,5.0,44.9696352985, -0.446132776747,
33144,Cudos,72,33,835.0,788.0,34.21,48.0,35.0,333.70393994,5.0,7.0,383.309012404,333.70393994,20.6687801932,28.9362922705,238.069274225,317.0,,17907.5854701,,167.564608949,134.169518438,154.643588384,502.313450121,46.7999427965,371.347372189,78.0,38.0,4.0,2.0,30.0,9.0,4.0,9.0,3.0,44.3779081527, -0.188470066299,
33154,Les Églisottes-et-Chalaures,72,33,2193.0,2105.0,17.16,140.0,73.0,867.729548654,35.0,27.0,1002.0715355,867.729548654,21.5291645588,112.812822288,609.428659753,817.0,45.7107843137,15880.8695652,26.17647,347.092919548,248.086925546,319.051780974,1296.1082665,143.267323156,832.397071687,163.0,17.0,9.0,26.0,97.0,62.0,14.0,14.0,7.0,45.0928940224, -0.0328830508669,
33159,Étauliers,72,33,1499.0,1437.0,12.98,105.0,53.0,693.0,18.0,9.0,850.0,693.0,16.0,141.0,374.0,700.0,,17395.3333333,,363.205094177,285.664063754,335.866562987,957.0,116.0,681.0,136.0,13.0,7.0,21.0,76.0,36.0,19.0,28.0,5.0,45.2209962068, -0.581677744347,
33220,Lamarque,72,33,1235.0,1101.0,8.91,96.0,100.0,463.967279708,20.0,19.0,534.883455216,463.967279708,19.5276425311,51.3885329765,336.376277789,454.0,,18820.0,,231.132429714,177.654100599,173.806345,748.14723853,90.8602589429,598.324471124,83.0,11.0,2.0,14.0,40.0,16.0,16.0,16.0,5.0,45.0938248209, -0.711211655735,
33321,Peujard,72,33,1906.0,1655.0,10.98,93.0,72.0,671.045396723,24.0,10.0,700.732233241,671.045396723,6.18475760793,23.5020789101,522.023347185,712.0,60.7344632768,19437.0833333,7.13573,431.093246616,363.813078626,281.758537733,1190.70923727,90.1271078046,970.874191004,146.0,41.0,10.0,25.0,57.0,16.0,13.0,22.0,10.0,45.0484108625, -0.431387189025,
33331,Pondaurat,72,33,479.0,372.0,8.74,18.0,20.0,188.88671024,8.0,2.0,205.425171778,188.88671024,10.3365384615,6.20192307692,149.230936819,185.0,,17521.3333333,,71.6129890461,47.8002361347,58.163718346,275.503267974,18.7843137255,213.932461874,78.0,27.0,6.0,9.0,23.0,8.0,13.0,20.0,1.0,44.5317947567, -0.0798688844488,
33383,Saint-Christoly-Médoc,72,33,285.0,295.0,7.55,18.0,21.0,138.513986014,2.0,5.0,219.513986014,138.513986014,51.0,30.0,102.63986014,124.0,,18315.5555556,,104.023005679,70.383040028,99.4032079034,179.370629371,19.9300699301,138.513986014,57.0,27.0,0.0,3.0,25.0,6.0,2.0,13.0,1.0,45.3574015951, -0.834464734201,
33423,Saint-Julien-Beychevelle,72,33,653.0,719.0,16.3,51.0,29.0,293.376811594,9.0,4.0,399.635684246,293.376811594,25.7597267034,80.499145948,145.111111111,273.0,,20003.0,,611.49467985,572.690971611,631.403239421,414.30273752,33.6489533011,318.61352657,89.0,32.0,4.0,3.0,47.0,10.0,3.0,14.0,14.0,45.1572384693, -0.737068946375,
74223,La Rivière-Enverse,82,74,447.0,444.0,7.98,30.0,20.0,189.0,6.0,2.0,393.663934426,189.0,140.139344262,64.5245901639,143.0,188.0,,25006.25,,42.817185019,23.8556661092,41.3344678979,292.0,7.0,223.0,57.0,7.0,4.0,9.0,25.0,5.0,12.0,10.0,0.0,46.0896743627, 6.63334619957,
74241,Saint-Jeoire,82,74,3212.0,3112.0,22.75,244.0,87.0,1260.1219967,49.0,14.0,1628.0298636,1260.1219967,244.084153825,123.823713072,818.026689984,1319.0,65.9832953683,22643.9130435,9.86334,829.284008533,676.515087991,871.885436173,2145.09409923,161.399873882,1726.1923843,308.0,17.0,20.0,47.0,169.0,40.0,55.0,69.0,17.0,46.1392092512, 6.46500057209,
74292,Vaulx,82,74,861.0,819.0,11.19,41.0,23.0,318.186185898,13.0,3.0,351.335357169,318.186185898,4.14364640884,29.0055248619,273.457137401,333.0,,22217.1428571,,102.240398518,49.549789921,99.016542712,588.559431883,22.3645242484,459.455132812,78.0,19.0,4.0,10.0,38.0,9.0,7.0,12.0,0.0,45.9255788911, 5.99894217943,
74301,Villard,82,74,757.0,721.0,7.42,46.0,19.0,286.267478968,6.0,6.0,433.862892563,286.267478968,117.208122561,30.3872910343,202.188918712,278.0,,23512.3809524,,165.400362619,131.318834809,177.447101301,522.794511639,28.0261867521,392.366614529,60.0,11.0,3.0,8.0,31.0,6.0,7.0,9.0,1.0,46.2123462222, 6.450248937,
74308,Vinzier,82,74,723.0,786.0,6.51,31.0,23.0,299.343878955,6.0,9.0,401.081105232,299.343878955,57.4160583942,44.3211678832,245.640990371,312.0,,22286.4516129,,206.392580286,164.52106409,194.357979938,472.386519945,24.8624484182,364.980742779,83.0,16.0,4.0,6.0,41.0,10.0,16.0,10.0,3.0,46.3449767077, 6.61043449085,
76002,Alvimare,23,76,601.0,501.0,6.73,38.0,17.0,210.0,15.0,4.0,220.0,210.0,4.0,6.0,189.0,212.0,,19486.6666667,,82.1896913392,65.1803285657,63.9146496869,383.0,21.0,277.0,39.0,12.0,2.0,5.0,15.0,4.0,5.0,7.0,3.0,49.6071633233, 0.63205346079,
76059,Bazinval,23,76,383.0,333.0,7.18,17.0,11.0,148.944444444,5.0,5.0,175.36482661,148.944444444,15.0973612375,11.3230209281,136.371212121,152.0,,18176.1904762,,33.2867152969,21.6806546909,29.8123837637,242.76010101,19.3434343434,173.123737374,30.0,6.0,2.0,8.0,11.0,3.0,3.0,6.0,0.0,49.9483550946, 1.54755894168,
76066,Beautot,23,76,121.0,115.0,3.5,11.0,5.0,44.0,4.0,0.0,52.0,44.0,2.0,6.0,37.0,47.0,,20775.0,,121.568837773,107.526372855,51.0670864887,79.0,2.0,67.0,20.0,10.0,1.0,1.0,7.0,2.0,1.0,0.0,2.0,49.63626441, 1.04779451017,
76156,Canouville,23,76,324.0,285.0,4.49,28.0,15.0,113.648097953,2.0,1.0,149.540405645,113.648097953,23.6133603239,12.2789473684,79.7530511951,118.0,,17971.3333333,,20.9365313265,16.9502628456,31.6737301501,206.364249487,13.9567839591,153.524623551,23.0,4.0,3.0,0.0,14.0,6.0,2.0,5.0,0.0,49.8064199555, 0.597683771595,
21238,Échannay,26,21,120.0,120.0,7.18,8.0,4.0,50.0,2.0,0.0,65.0,50.0,10.0,5.0,45.0,50.0,,21978.4615385,,7.0,1.0,9.95417807682,73.0,3.0,56.0,13.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,47.2810233886, 4.68018125598,
21285,Franxault,26,21,436.0,402.0,12.32,25.0,17.0,176.730512249,9.0,1.0,203.107616627,176.730512249,11.6059259259,14.7711784512,144.68596882,175.0,,19094.7619048,,41.4847187914,20.7470709858,56.9785138138,285.487750557,24.276169265,219.456570156,44.0,15.0,2.0,3.0,18.0,5.0,6.0,7.0,0.0,47.0475621038, 5.26433353481,
58303,Varennes-Vauzelles,26,58,9503.0,9439.0,33.99,352.0,687.0,4413.90750678,74.0,142.0,4708.21658957,4413.90750678,72.1345791142,222.174503672,2846.52205561,4325.0,69.5048588616,19658.0,9.5685,5066.23056511,4709.51149028,4951.48436594,5673.86308115,483.804059192,4013.619185,638.0,32.0,40.0,67.0,434.0,147.0,65.0,219.0,82.0,47.0372879565, 3.14354311851,
59001,Abancourt,31,59,445.0,453.0,5.67,26.0,14.0,174.0,4.0,3.0,191.0,174.0,4.0,13.0,160.0,182.0,,21712.3809524,,61.788036027,43.7460363482,47.9105614332,297.0,12.0,230.0,33.0,6.0,2.0,4.0,18.0,6.0,3.0,8.0,0.0,50.2368696873, 3.20731301738,
59025,Aubers,31,59,1537.0,1521.0,10.14,64.0,51.0,591.770032573,6.0,15.0,623.974505417,591.770032573,8.05111821086,24.1533546326,532.693159609,600.0,,24983.0,,199.593600488,132.101641275,161.844559762,1025.33420195,38.0495114007,705.918566775,135.0,35.0,3.0,11.0,72.0,12.0,14.0,26.0,3.0,50.5960514415, 2.81995366841,Métropole européenne de Lille
59031,Audignies,31,59,306.0,284.0,3.66,16.0,9.0,112.0,4.0,0.0,122.0,112.0,2.0,8.0,95.0,120.0,,22486.6666667,,35.8823115297,27.9163879068,32.2888636017,209.0,10.0,153.0,20.0,9.0,1.0,1.0,7.0,1.0,2.0,4.0,1.0,50.2783465062, 3.82456125193,
59044,Baisieux,31,59,4571.0,4084.0,8.68,260.0,116.0,1743.0,55.0,31.0,1816.0,1743.0,7.0,66.0,1277.0,1736.0,73.099078341,22950.0,5.88682,1018.99168061,883.682780205,989.468846434,3009.0,155.0,2268.0,328.0,19.0,18.0,29.0,218.0,43.0,44.0,70.0,13.0,50.6111718868, 3.24121907398,Métropole européenne de Lille
59144,Château-l'Abbaye,31,59,878.0,851.0,4.41,44.0,16.0,309.238958097,9.0,8.0,333.388490808,309.238958097,4.02492211838,20.1246105919,260.516421291,310.0,,22109.5,,81.6773598019,57.8075976275,82.3461199051,593.619479049,37.7848244621,435.5198188,47.0,3.0,1.0,6.0,30.0,7.0,7.0,9.0,1.0,50.4858024683, 3.47414949128,
59164,Croix-Caluyau,31,59,254.0,225.0,4.01,12.0,15.0,100.418604651,5.0,2.0,109.588415972,100.418604651,3.05660377358,6.11320754717,79.7441860465,93.0,,20996.6666667,,28.4235082163,17.5781769662,22.2067897377,162.441860465,12.7984496124,126.015503876,19.0,9.0,2.0,0.0,5.0,4.0,3.0,5.0,0.0,50.152088377, 3.58548579583,
59195,Englos,31,59,562.0,567.0,1.35,30.0,15.0,212.377896613,7.0,0.0,223.994104564,212.377896613,0.0,11.6162079511,170.303030303,206.0,,27121.3333333,,1961.91455426,1915.34670129,2026.04899779,392.698752228,29.0516934046,303.540106952,123.0,2.0,0.0,3.0,113.0,58.0,5.0,56.0,22.0,50.6262888459, 2.9579931684,Métropole européenne de Lille
59200,Eringhem,31,59,471.0,454.0,11.53,32.0,19.0,177.364016736,8.0,1.0,186.272180002,177.364016736,5.9387755102,2.9693877551,139.920502092,172.0,,18199.0,,61.4240241711,47.5866530923,52.7959246725,292.650627615,17.7364016736,202.983263598,41.0,21.0,0.0,1.0,16.0,3.0,3.0,8.0,1.0,50.889329927, 2.31351250902,
59218,Étroeungt,31,59,1409.0,1368.0,25.1,110.0,52.0,557.958504615,14.0,16.0,638.466441123,557.958504615,11.0698412698,69.4380952381,391.78447907,525.0,,16574.0,,192.270142442,103.755157468,199.504537341,873.19897235,83.5870659468,631.481041819,117.0,54.0,2.0,13.0,39.0,14.0,9.0,16.0,2.0,50.0620601477, 3.94319652795,
14511,Pont-Bellanger,25,14,65.0,69.0,3.54,3.0,6.0,28.0,0.0,1.0,52.3333333333,28.0,18.25,6.08333333333,20.0,,,,,14.959994779,6.95999477901,14.1855675467,35.0,3.0,26.0,10.0,8.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,48.9351528941, -0.982806859823,
09109,Durfort,73,09,159.0,178.0,10.98,2.0,11.0,67.3067484663,1.0,2.0,84.8305579901,67.3067484663,6.57142857143,10.9523809524,45.8466257669,58.0,,15968.0,,26.3751746341,9.79235254821,24.7861832521,100.472392638,13.6564417178,77.0613496933,27.0,17.0,2.0,3.0,4.0,0.0,1.0,3.0,0.0,43.1953151642, 1.46374682599,
09139,L'Hospitalet-près-l'Andorre,73,09,91.0,98.0,26.12,3.0,3.0,44.4711879411,0.0,1.0,116.611860724,44.4711879411,37.1009174312,35.0397553517,12.1379509719,,,,,69.3872814429,66.3643377963,66.4108093984,58.6552189344,5.05747957162,47.5287638768,38.0,0.0,4.0,0.0,29.0,11.0,5.0,11.0,2.0,42.595464483, 1.7777228207,
09161,Léran,73,09,640.0,520.0,11.92,19.0,30.0,294.364823255,3.0,5.0,445.461119551,294.364823255,98.587654321,52.5086419753,218.08780701,255.0,,17855.5,,129.773637271,92.5422695622,115.989019388,417.6148963,46.121637719,272.729736412,62.0,10.0,2.0,6.0,39.0,10.0,5.0,9.0,1.0,42.9847156991, 1.91842200411,
09163,Lescousse,73,09,82.0,91.0,8.48,4.0,8.0,33.4074074074,1.0,1.0,44.4074074074,33.4074074074,4.0,7.0,25.3086419753,,,,,19.1468968395,4.98015492734,17.2595630254,49.6049382716,4.04938271605,31.3827160494,19.0,9.0,1.0,2.0,6.0,0.0,1.0,1.0,0.0,43.1491432364, 1.51328236533,
09193,Mijanès,73,09,80.0,91.0,39.95,2.0,4.0,49.0322580645,0.0,1.0,162.895505928,49.0322580645,111.086095476,2.77715238691,40.0,,,,,27.7428770826,18.7106190181,27.9456711287,37.4193548387,2.58064516129,21.935483871,7.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,42.7102290438, 2.01220690511,
09234,Pradières,73,09,115.0,105.0,6.79,1.0,3.0,50.7657657658,2.0,2.0,60.2157657658,50.7657657658,8.4,1.05,44.5495495495,49.0,,18854.9,,11.3243241129,8.21621600477,8.86917869313,75.6306306306,4.14414414414,54.9099099099,9.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,42.9611572235, 1.65602192048,
09237,Le Puch,73,09,41.0,26.0,2.89,1.0,2.0,19.9459459459,0.0,0.0,60.2907735322,19.9459459459,40.3448275862,0.0,17.7297297297,,,,,4.43243243243,4.43243243243,1.95088717028,18.8378378378,1.10810810811,9.97297297297,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.7207669696, 2.09926724082,
09256,Saint-Bauzeil,73,09,72.0,52.0,4.47,6.0,1.0,22.5,0.0,1.0,33.2407407407,22.5,3.22222222222,7.51851851852,19.125,,,,,10.125,0.0,10.7815509623,50.625,2.25,41.625,9.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,43.082423951, 1.58105497045,
09287,Senconac,73,09,9.0,5.0,4.67,0.0,0.0,6.0,1.0,0.0,24.7826086957,6.0,16.6956521739,2.08695652174,5.0,,,,,,,,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.8128619696, 1.71656632425,
09329,Vernajoul,73,09,679.0,697.0,9.08,29.0,21.0,305.133435583,4.0,7.0,347.39584693,305.133435583,23.7081819754,18.5542293721,247.855828221,291.0,,19819.6,,70.9491733495,39.8835923271,48.8401568543,396.777607362,28.1180981595,320.754601227,47.0,14.0,1.0,10.0,18.0,7.0,4.0,7.0,0.0,42.9930828905, 1.59212252039,
04170,La Rochette,93,04,62.0,56.0,18.8,1.0,2.0,28.6153846154,0.0,0.0,86.6742081448,28.6153846154,53.1385842473,4.92023928215,20.9846153846,,,,,15.7367914738,6.12709771926,14.0614935478,39.1076923077,0.953846153846,26.7076923077,11.0,6.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,43.9122760348, 6.88070058923,
04176,Sainte-Croix-du-Verdon,93,04,122.0,140.0,13.7,9.0,4.0,64.5289256198,0.0,0.0,266.93752777,64.5289256198,196.45540797,5.9531941809,43.3553719008,59.0,,19744.7826087,,43.1082034965,16.9717084004,58.2279352111,61.5041322314,6.04958677686,49.4049586777,50.0,12.0,4.0,1.0,31.0,5.0,2.0,4.0,1.0,43.7642821493, 6.15158882357,
05020,Bénévent-et-Charbillac,93,05,,,,,,,,,,,,,,,,,,,,36.8855651423,,,,41.0,15.0,3.0,5.0,15.0,1.0,3.0,5.0,0.0,44.7041185824, 6.08385214149,
05093,Névache,93,05,366.0,326.0,191.93,20.0,9.0,159.0,2.0,4.0,777.0,159.0,568.0,50.0,94.0,145.0,,17067.0833333,,155.973630417,86.4704827721,137.827601139,246.0,10.0,189.0,119.0,12.0,7.0,11.0,68.0,9.0,21.0,16.0,1.0,45.0441286352, 6.59862935541,
05134,Saint-Clément-sur-Durance,93,05,295.0,271.0,25.06,17.0,8.0,134.0,2.0,1.0,247.947826087,134.0,91.1582608696,22.7895652174,92.0,130.0,,18015.7142857,,43.9284602246,24.0285693312,34.7073087466,201.0,9.0,146.0,62.0,11.0,9.0,12.0,20.0,7.0,10.0,9.0,0.0,44.6478034969, 6.56074041767,
05145,Saint-Jean-Saint-Nicolas,93,05,992.0,925.0,37.17,48.0,76.0,425.81433443,13.0,15.0,809.494263696,425.81433443,322.619227934,61.0607013321,284.21098265,409.0,,18606.1111111,,397.777217035,294.316446754,369.690210513,586.203628188,20.9126363707,440.346847191,180.0,27.0,7.0,16.0,103.0,21.0,27.0,33.0,7.0,44.6744954225, 6.23085847467,
05158,Le Saix,93,05,102.0,87.0,22.15,1.0,2.0,52.9615384615,2.0,2.0,122.142490842,52.9615384615,67.1462184874,2.03473389356,35.3076923077,49.0,,18903.3333333,,18.7581171759,7.95042486825,14.6441805413,60.8076923077,3.92307692308,44.1346153846,21.0,8.0,1.0,2.0,7.0,3.0,3.0,3.0,0.0,44.4638478254, 5.83381616664,
05174,Val-des-Prés,93,05,579.0,486.0,44.77,33.0,16.0,260.624834629,8.0,4.0,568.98594574,260.624834629,259.379562776,48.9815483353,145.707912889,255.0,,19072.5076923,,60.6671246751,36.0785615958,86.9513640227,382.956626294,22.0769564984,312.726451965,85.0,14.0,5.0,15.0,41.0,4.0,10.0,11.0,1.0,44.9505522191, 6.66654834986,
06008,Auvare,93,06,45.0,54.0,18.27,0.0,0.0,17.6086956522,0.0,1.0,36.6086956522,17.6086956522,18.0,1.0,13.6956521739,,,,,12.5606168824,8.64757340411,7.13013880024,32.2826086957,2.9347826087,25.4347826087,11.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,44.0074205826, 6.91467896828,
06057,L'Escarène,93,06,2449.0,2301.0,10.67,118.0,268.0,949.218278616,28.0,59.0,1180.48494528,949.218278616,109.025714286,122.240952381,594.998225377,897.0,63.0167597765,18551.6666667,12.75054,600.060222205,483.714215361,522.70464852,1451.35977105,112.431824904,1071.59479444,280.0,15.0,8.0,49.0,166.0,38.0,42.0,39.0,11.0,43.8339717674, 7.36565804143,
06065,La Gaude,93,06,6695.0,6670.0,13.1,278.0,199.0,2571.78346165,43.0,47.0,2857.5090917,2571.78346165,151.313854788,134.411775264,2019.45627466,2567.0,79.0870074132,25550.6666667,6.30741,1969.44767463,1582.11509878,2055.12825462,4230.63949093,272.029585584,3179.17776534,888.0,72.0,33.0,131.0,578.0,145.0,74.0,133.0,23.0,43.721423765, 7.16039926444,Nice Côte d'Azur
08090,Carignan,21,08,2987.0,3178.0,14.01,180.0,243.0,1322.0,27.0,47.0,1516.0,1322.0,27.0,167.0,700.0,1285.0,49.2990654206,16350.0,22.1121,1261.68385958,1130.60636415,1344.70935383,1768.0,204.0,1216.0,256.0,17.0,24.0,15.0,154.0,55.0,46.0,78.0,21.0,49.6387329311, 5.1718269254,
08273,Marby,21,08,64.0,64.0,7.35,1.0,1.0,36.2666666667,0.0,2.0,45.2666666667,36.2666666667,6.0,3.0,32.0,,,,,7.34308899264,2.0097556593,9.83435877315,34.1333333333,3.2,28.8,16.0,12.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,49.8351105906, 4.42694488413,
08305,Montigny-sur-Vence,21,08,219.0,220.0,8.24,21.0,9.0,85.4394618834,3.0,2.0,91.4394618834,85.4394618834,1.0,5.0,69.7264573991,87.0,,20417.9166667,,10.7980714117,1.95950638929,11.5315252952,145.34529148,5.89237668161,115.883408072,25.0,14.0,0.0,1.0,9.0,4.0,1.0,2.0,0.0,49.6451389564, 4.61254914109,
08380,Saint-Fergeux,21,08,201.0,197.0,25.5,14.0,12.0,83.2424242424,1.0,2.0,103.909090909,83.2424242424,6.57575757576,14.0909090909,65.9848484848,81.0,,18784.6666667,,26.1469171635,8.97600462128,34.1363666306,134.0,12.1818181818,99.4848484848,33.0,19.0,1.0,5.0,6.0,1.0,2.0,10.0,0.0,49.5733658942, 4.20117468938,
08434,Sy,21,08,48.0,41.0,7.97,3.0,3.0,22.0,2.0,1.0,27.0,22.0,5.0,0.0,18.0,,,,,12.2387277552,5.23872775516,11.6146121652,33.0,1.0,22.0,13.0,9.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,49.5140552485, 4.87192502711,
08451,Le Thour,21,08,362.0,321.0,16.62,27.0,16.0,130.534800496,5.0,5.0,158.886315648,130.534800496,5.45221445221,22.8993006993,105.714803219,140.0,,18315.5555556,,39.9769621441,13.1513829143,31.2234295165,215.594076897,18.3851831685,159.194312349,51.0,24.0,6.0,3.0,15.0,6.0,3.0,8.0,0.0,49.5452885038, 4.09027414774,
08472,Viel-Saint-Remy,21,08,274.0,245.0,22.63,21.0,14.0,111.489655172,6.0,2.0,144.156321839,111.489655172,15.8383838384,16.8282828283,90.7034482759,113.0,,20065.5555556,,28.754670134,8.75247400941,33.9589113577,167.234482759,9.44827586207,132.275862069,34.0,25.0,0.0,2.0,4.0,2.0,3.0,5.0,0.0,49.632572198, 4.48367438059,
08491,Vrigne-aux-Bois,21,08,3376.0,3499.0,8.04,222.0,141.0,1438.0,35.0,30.0,1538.93679599,1438.0,4.99687108886,95.9399249061,813.720232794,1387.0,57.7006507592,16945.2173913,20.1215,1572.34806618,1425.63742086,1665.9105443,2179.26755307,250.042409294,1512.47167196,247.0,11.0,35.0,21.0,147.0,42.0,33.0,60.0,29.0,49.7370150528, 4.85605381662,
09012,Appy,73,09,31.0,23.0,6.1,4.0,2.0,13.9292550314,0.0,1.0,36.5763138549,13.9292550314,22.6470588235,0.0,11.7862927189,,,,,10.1129369612,2.07848471155,4.4413662111,15.9992638123,0.0,13.8563014998,6.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,42.8035768143, 1.74201642035,
09014,Argein,73,09,186.0,162.0,11.09,11.0,13.0,96.7959183673,0.0,1.0,191.817308742,96.7959183673,78.3143327261,16.7070576482,71.1734693878,96.0,,17863.4782609,,26.0886783051,13.7009245289,26.5467598862,97.7448979592,18.0306122449,71.1734693878,33.0,13.0,3.0,7.0,8.0,1.0,2.0,2.0,0.0,42.924142227, 0.990874865954,
09037,Barjac,73,09,36.0,39.0,2.78,5.0,0.0,15.3,0.0,0.0,25.3,15.3,10.0,0.0,10.8,,,,,3.6,0.0,3.12233175641,21.6,3.6,16.2,9.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,43.062297676, 1.13524619399,
09062,Les Bordes-sur-Lez,73,09,169.0,162.0,50.46,6.0,16.0,88.4764705882,0.0,1.0,321.786470588,88.4764705882,203.01,30.3,63.6235294118,83.0,,19369.5833333,,27.050183065,17.9997798306,32.0718336499,88.4764705882,17.8941176471,55.6705882353,19.0,7.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,42.8335034576, 1.03424218178,
09071,Cadarcet,73,09,236.0,227.0,11.01,10.0,11.0,109.407328947,3.0,1.0,159.74066228,109.407328947,48.2789115646,2.05442176871,83.0685275338,102.0,,19602.7777778,,35.370847313,16.1232616649,49.2895387218,138.761101568,10.1182476043,111.409269331,41.0,16.0,4.0,3.0,10.0,4.0,8.0,4.0,1.0,43.0136914773, 1.50207192139,
09085,Castillon-en-Couserans,73,09,428.0,398.0,4.94,20.0,70.0,197.579192718,2.0,22.0,379.172113072,197.579192718,137.203539823,44.389380531,111.454929225,183.0,,18746.0,,176.30394113,122.977856335,187.840174892,224.912031538,22.2909858451,145.904634622,83.0,6.0,8.0,4.0,35.0,11.0,30.0,11.0,3.0,42.9165658331, 1.05571963783,
09093,Celles,73,09,119.0,115.0,10.27,11.0,6.0,59.5,0.0,1.0,103.064356436,59.5,29.702970297,13.8613861386,40.6583333333,59.0,,16136.0,,6.97629107981,0.0,4.89143769514,78.3416666667,5.95,56.525,12.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,0.0,42.916897965, 1.6969424831,
01016,Arbigny,82,01,414.0,352.0,17.47,23.0,12.0,162.902255639,4.0,6.0,204.120529751,162.902255639,23.7005076142,17.5177664975,139.037593985,168.0,,19225.7142857,,31.9296545967,16.3657448223,33.1779549133,259.398496241,15.5639097744,195.067669173,31.0,7.0,2.0,4.0,16.0,1.0,2.0,3.0,0.0,46.4776762988, 4.9599416863,
01022,Artemare,82,01,1175.0,1081.0,3.75,49.0,54.0,549.629589754,11.0,10.0,709.632588255,549.629589754,45.7151424288,114.287856072,328.952793868,553.0,,18276.6666667,,402.561331692,324.20837045,360.256321951,718.178408516,51.5599990389,534.75102929,130.0,4.0,14.0,12.0,66.0,19.0,34.0,38.0,6.0,45.8695891748, 5.69065283943,
01037,Bénonces,82,01,277.0,271.0,15.33,16.0,17.0,120.859496572,2.0,3.0,178.859496572,120.859496572,37.649122807,20.350877193,95.4688460317,109.0,,20288.0,,27.3773693121,15.1898570527,27.6038727613,177.527739638,7.1093821513,120.859496572,25.0,11.0,1.0,1.0,10.0,2.0,2.0,5.0,0.0,45.8374974718, 5.48285330863,
01063,Brion,82,01,517.0,511.0,4.48,22.0,11.0,208.978927203,3.0,2.0,230.886876994,208.978927203,3.98326359833,17.9246861925,161.438697318,204.0,,22866.3333333,,436.184062264,398.086147548,469.43335603,333.772030651,16.837164751,259.490421456,65.0,7.0,8.0,8.0,34.0,6.0,8.0,10.0,8.0,46.1686327301, 5.54656422194,
