CODGEO,LibCommune,Region,Departement,Population2012,Population2007,Superficie,Naissances2007-2012,Deces2007-2012,Menages2012,NaissancesDomiciliees2013,DecesDomicilies2013,Logements2012,Residences2012,ResidencesSecondaires2012, LogementsVacants2012,ResidencesPrincipalesPropriétaires2012,NombreMenagesFiscaux2012,PartMenagesFiscauxImposes2012,MedianeRevenuDispoUC2012,TauxPauvrete2012,EmploisLT2012,Emplois SalariesLT2012,EmploisLT2007,Pop15-64ans2012,Chomeurs15-64ans2012,Actifs15-64ans2012,TotalEtsActifsFin2012,EtsActifsAgricultureFin2012,EtsActifsIndustrieFin2012,EtsActifs ConstructionFin2012,EtsActifsCommerceServicesFin2012,EtsActifsReparationAutoFin2012,EtsActifsAdmPubliqueFin2012,EtsActifs1-9SalariésFin2012,EtsActifs10ouPlusFin2012,Latitude,Longitude,Metropole
76106,Bois-d'Ennebourg,23,76,532.0,488.0,7.04,29.0,9.0,199.862068966,6.0,2.0,204.618287871,199.862068966,0.594527363184,4.16169154229,191.172413793,207.0,,23273.75,,57.8867615347,44.3695201554,47.8621724532,333.103448276,14.4827586207,251.034482759,36.0,9.0,0.0,3.0,20.0,2.0,4.0,8.0,0.0,49.4276209664, 1.25861486789,
76159,Cany-Barville,23,76,3014.0,3097.0,13.57,181.0,134.0,1372.0,42.0,34.0,1521.57307692,1372.0,33.1269230769,116.446153846,464.304777182,1367.0,59.0343818581,18158.6956522,13.8009,2098.69999899,1896.28051798,2150.58578984,1951.68339467,208.191289987,1419.69163907,314.0,32.0,22.0,15.0,191.0,60.0,54.0,105.0,31.0,49.7754431249, 0.633291896241,
76185,Compainville,23,76,158.0,130.0,6.36,11.0,2.0,55.0742857143,2.0,0.0,76.4298412698,55.0742857143,19.4985507246,1.85700483092,47.8514285714,55.0,,15461.3333333,,13.8710516934,7.5510516934,12.2052613843,93.8971428571,9.02857142857,72.2285714286,22.0,12.0,1.0,2.0,5.0,3.0,2.0,1.0,0.0,49.6584559253, 1.55975228232,
76188,Cottévrard,23,76,427.0,374.0,7.88,25.0,11.0,159.300220751,3.0,1.0,167.304606715,159.300220751,0.889376218324,7.11500974659,146.103752759,168.0,,20193.5,,54.9555759947,43.5869225731,59.3031685351,281.838852097,14.1390728477,221.51214128,33.0,10.0,0.0,6.0,14.0,2.0,3.0,10.0,2.0,49.639544, 1.22434473478,
76201,Croisy-sur-Andelle,23,76,537.0,518.0,3.83,36.0,10.0,214.4204947,11.0,3.0,232.746076095,214.4204947,6.10852713178,12.2170542636,161.28975265,219.0,,19459.3333333,,70.2197822877,51.913839627,80.6918644025,351.042402827,25.6166077739,262.807420495,46.0,6.0,2.0,3.0,23.0,6.0,12.0,17.0,0.0,49.4594753468, 1.40681724244,
72178,Maisoncelles,52,72,182.0,198.0,11.1,22.0,5.0,69.0,3.0,0.0,104.0,69.0,26.0,9.0,50.0,70.0,,18233.9130435,,33.0968229223,14.0968229223,29.9803817476,111.0,9.0,90.0,27.0,16.0,0.0,4.0,6.0,2.0,1.0,5.0,0.0,47.9379252388, 0.577135485156,
36098,Lizeray,24,36,102.0,108.0,35.41,4.0,6.0,38.3762376238,0.0,0.0,54.6474240644,38.3762376238,10.1694915254,6.10169491525,26.2574257426,,,,,21.1790572714,11.0800473704,36.1000909635,71.702970297,5.0495049505,44.4356435644,26.0,16.0,1.0,0.0,8.0,1.0,1.0,10.0,0.0,46.9850879886, 1.9034021028,
36099,Lourdoueix-Saint-Michel,24,36,339.0,380.0,19.67,10.0,37.0,178.366153846,2.0,11.0,316.425343877,178.366153846,74.9725402818,63.0866497493,157.504615385,163.0,,15294.6666667,,71.7317526977,40.6873880135,74.779729499,165.849230769,8.34461538462,103.264615385,54.0,32.0,4.0,6.0,11.0,2.0,1.0,8.0,1.0,46.4167963752, 1.7255656955,
36106,Luzeret,24,36,144.0,152.0,26.78,2.0,13.0,71.5102040816,0.0,0.0,137.411843426,71.5102040816,54.0983606557,11.8032786885,57.7959183673,70.0,,15802.3333333,,31.4764809557,17.7621952414,28.4834989619,84.2448979592,7.83673469388,57.7959183673,43.0,21.0,1.0,3.0,17.0,2.0,1.0,9.0,0.0,46.5476228385, 1.38528688826,
36128,Montierchaume,24,36,1648.0,1677.0,37.2,77.0,54.0,663.271976569,17.0,10.0,703.327686875,663.271976569,7.00974930362,33.0459610028,535.530707007,669.0,,20000.5,,1706.82639167,1630.73034472,1880.76446985,1109.9353015,63.8878693624,803.92524974,137.0,26.0,18.0,15.0,64.0,14.0,14.0,40.0,21.0,46.8664822009, 1.77844723224,
36153,Paulnay,24,36,360.0,358.0,38.48,16.0,22.0,166.853932584,2.0,4.0,286.166185549,166.853932584,71.3833992095,47.9288537549,141.573033708,159.0,,19142.2380952,,69.5127298907,39.3457483521,105.498766592,219.438202247,20.2247191011,155.730337079,49.0,30.0,0.0,4.0,13.0,5.0,2.0,10.0,0.0,46.8615135571, 1.14964344922,
36173,Rosnay,24,36,506.0,618.0,59.03,21.0,21.0,240.0,4.0,6.0,392.0,240.0,92.0,60.0,159.0,223.0,,17771.3333333,,316.548201122,270.606466064,366.406584332,325.0,18.0,251.0,68.0,37.0,2.0,2.0,21.0,2.0,6.0,23.0,2.0,46.7081092632, 1.20629298649,
36202,Saint-Maur,24,36,3105.0,3398.0,70.31,133.0,304.0,1125.0,24.0,81.0,1268.0,1125.0,43.0,100.0,822.0,1136.0,75.5947136564,21007.0,5.8473,3059.6785091,2869.27035439,3150.04651801,1947.0,95.0,1344.0,441.0,47.0,18.0,39.0,301.0,146.0,36.0,162.0,74.0,46.7890918907, 1.62343965566,
36215,Ségry,24,36,530.0,504.0,33.06,26.0,22.0,207.0,9.0,4.0,266.0,207.0,27.0,32.0,174.0,198.0,,21578.7179487,,77.3910231815,47.9916540992,72.0291375557,334.0,22.0,267.0,45.0,16.0,2.0,2.0,20.0,3.0,5.0,11.0,1.0,46.8846862374, 2.09589433359,
37006,Artannes-sur-Indre,24,37,2493.0,2523.0,20.97,112.0,75.0,1026.0,29.0,18.0,1121.29734675,1026.0,44.0622140897,51.2351326624,825.710344255,1049.0,71.4694656489,21684.0,4.24718,220.638119667,151.144286665,267.880760272,1660.14148128,75.6148601413,1244.00655219,161.0,30.0,9.0,19.0,83.0,23.0,20.0,35.0,3.0,47.2760783229, 0.594691444381,
37026,Betz-le-Château,24,37,572.0,573.0,46.88,38.0,30.0,259.463917526,3.0,7.0,362.74380883,259.463917526,60.1630434783,43.1168478261,219.16838488,265.0,,17142.8571429,,139.890610814,60.2094346734,129.80548574,314.501718213,16.7079037801,232.927835052,100.0,51.0,9.0,10.0,27.0,6.0,3.0,21.0,0.0,47.000465147, 0.95244957404,
37046,Céré-la-Ronde,24,37,454.0,420.0,49.2,17.0,24.0,207.659192825,2.0,3.0,301.985581714,207.659192825,68.2361111111,26.0902777778,159.816143498,201.0,,19997.2,,120.17341596,86.6726132248,118.459503895,251.430493274,12.2152466368,195.443946188,71.0,33.0,8.0,3.0,24.0,4.0,3.0,15.0,1.0,47.2539221979, 1.1815724802,
37055,Channay-sur-Lathan,24,37,832.0,789.0,28.71,63.0,28.0,327.908022987,11.0,7.0,388.32025703,327.908022987,40.9574468085,19.454787234,273.950772444,319.0,,17576.0,,106.779626559,61.0142870529,103.590212561,484.724113742,37.6809612655,370.681006045,78.0,30.0,14.0,11.0,17.0,5.0,6.0,14.0,0.0,47.4777083311, 0.253067103583,
37070,Chenonceaux,24,37,360.0,351.0,4.33,16.0,18.0,160.893854749,1.0,6.0,213.798202575,160.893854749,31.5391304348,21.3652173913,131.731843575,160.0,,20635.0,,181.639735946,155.48280643,198.416580592,214.189944134,18.1005586592,159.888268156,47.0,3.0,4.0,4.0,34.0,5.0,2.0,9.0,6.0,47.3396827189, 1.07035126268,
37089,Cravant-les-Côteaux,24,37,730.0,725.0,38.21,41.0,35.0,332.0,7.0,6.0,411.0,332.0,52.0,27.0,271.0,325.0,,20076.6666667,,206.733778527,134.852647114,224.603529851,466.0,20.0,343.0,135.0,65.0,6.0,7.0,55.0,13.0,2.0,35.0,1.0,47.1685788687, 0.341605997967,
37103,Esves-le-Moutier,24,37,156.0,143.0,10.53,7.0,11.0,74.0,1.0,1.0,94.0,74.0,18.0,2.0,56.0,64.0,,18413.8888889,,24.7710208509,12.0949502087,27.7813845383,91.0,10.0,77.0,20.0,13.0,0.0,1.0,5.0,0.0,1.0,3.0,0.0,47.0320001682, 0.903999367241,
37124,Larçay,24,37,2417.0,2285.0,11.19,120.0,45.0,966.8,23.0,14.0,1026.90280374,966.8,19.3551401869,40.7476635514,760.907407407,968.0,80.8686659772,23530.0,4.86139,526.923198341,413.705630688,521.811519019,1563.59012346,77.5827160494,1173.6872428,194.0,6.0,14.0,36.0,116.0,31.0,22.0,50.0,11.0,47.352701653, 0.776083557562,
37131,Limeray,24,37,1229.0,1083.0,14.39,81.0,56.0,513.393009378,21.0,14.0,641.469133945,513.393009378,68.169550173,59.9065743945,414.905370844,526.0,,19696.1111111,,154.911746663,99.2377917298,140.625282144,756.468883205,66.0076726343,589.878090367,102.0,33.0,4.0,10.0,43.0,12.0,12.0,25.0,1.0,47.4553218405, 1.03130220301,
37261,Tours,24,37,134978.0,136578.0,34.67,7933.0,5597.0,72714.0609617,1603.0,1093.0,80905.1637416,72714.0609617,1625.53674836,6565.56603155,24161.767353,61746.0,60.7339181761,18558.0,17.84722,79859.10301,73162.1128966,79867.804564,91905.701233,10357.0745668,62882.2552445,13319.0,43.0,514.0,763.0,9546.0,2131.0,2453.0,3404.0,966.0,47.3986382281, 0.696526376417,
38017,Assieu,82,38,1368.0,1257.0,12.34,74.0,29.0,494.808510638,17.0,6.0,534.434969782,494.808510638,21.8988326848,17.7276264591,427.240121581,503.0,,22208.5,,93.4193235354,54.2644896517,102.623387604,861.756838906,35.3434650456,671.525835866,94.0,12.0,5.0,14.0,54.0,11.0,9.0,15.0,1.0,45.4098620584, 4.87676181443,
38048,Bonnefamille,82,38,1042.0,1035.0,9.43,61.0,24.0,380.938170388,15.0,3.0,407.77231673,380.938170388,10.5003181336,16.3338282078,329.954021321,384.0,,24237.037037,,119.999934662,87.9915110045,92.0847955046,680.224402389,39.4405681463,531.00472236,75.0,14.0,3.0,11.0,38.0,7.0,9.0,10.0,3.0,45.6005617207, 5.11452103575,
38093,Châtenay,82,38,437.0,404.0,4.62,25.0,26.0,168.385321101,7.0,4.0,198.385321101,168.385321101,18.0,12.0,140.321100917,168.0,,20372.1428571,,37.0914044311,16.0320051455,41.3739529939,267.612385321,18.0412844037,212.486238532,54.0,16.0,5.0,12.0,20.0,3.0,1.0,7.0,0.0,45.3294698557, 5.22927458639,
38154,Entraigues,82,38,233.0,249.0,21.66,17.0,11.0,111.563559322,3.0,4.0,237.057630468,111.563559322,107.707509881,17.7865612648,82.9322033898,114.0,,18502.6666667,,59.6013325433,43.1432067292,54.7009857469,127.360169492,4.93644067797,81.9449152542,25.0,5.0,3.0,7.0,8.0,1.0,2.0,5.0,1.0,44.8898827456, 5.96388383994,
38297,Passins,82,38,1140.0,954.0,13.92,72.0,33.0,448.875,13.0,5.0,512.871047431,448.875,34.5375494071,29.4584980237,333.857142857,414.0,,19122.2222222,,357.686087328,277.691741722,363.07282814,703.339285714,70.2321428571,539.464285714,148.0,19.0,14.0,18.0,83.0,35.0,14.0,34.0,11.0,45.6918000182, 5.42912409085,
38328,Quaix-en-Chartreuse,82,38,920.0,886.0,18.09,45.0,20.0,347.755991285,10.0,1.0,383.703739033,347.755991285,26.4321674616,9.51558028617,300.653594771,337.0,,29516.0869565,,68.7562726704,44.7626269534,85.9491711251,592.287581699,25.0544662309,457.995642702,66.0,18.0,1.0,11.0,27.0,2.0,9.0,6.0,1.0,45.2568837675, 5.73045716055,Grenoble Alpes Métropole
89059,Bussy-en-Othe,26,89,751.0,758.0,56.5,31.0,30.0,337.77560678,3.0,8.0,423.180312662,337.77560678,63.7962863218,21.6084195606,294.419334865,318.0,,20081.3333333,,88.6093695663,62.5612428107,78.7208201244,455.598272451,37.2979286517,318.600922499,54.0,16.0,1.0,11.0,22.0,10.0,4.0,9.0,1.0,48.0413773601, 3.50603239143,
89076,Champlost,26,89,808.0,793.0,22.94,58.0,40.0,347.709001233,8.0,6.0,452.355835711,347.709001233,71.1192078973,33.5276265802,310.845869297,354.0,,20609.5238095,,105.753183479,48.9771320222,107.182203849,490.180024661,41.8446362515,377.598027127,96.0,36.0,5.0,7.0,42.0,10.0,6.0,17.0,1.0,48.04194277, 3.65112821116,
89099,Cheny,26,89,2417.0,2572.0,9.72,152.0,128.0,1087.0,35.0,21.0,1212.10212418,1087.0,29.0236928105,96.0784313725,659.142557726,1064.0,62.0884289746,18310.7692308,19.35809,293.152341333,237.998828871,335.09827657,1547.23307272,177.966243363,1094.95054683,105.0,7.0,9.0,15.0,54.0,19.0,20.0,21.0,9.0,47.944917825, 3.53719621335,
89127,Courtois-sur-Yonne,26,89,764.0,740.0,4.29,38.0,20.0,270.578731887,1.0,3.0,302.098445148,270.578731887,13.789874552,17.7298387097,238.806229279,257.0,,21734.0,,241.52384806,215.75734929,194.350906594,498.545865308,24.5980665352,308.500751129,42.0,2.0,4.0,6.0,22.0,5.0,8.0,10.0,7.0,48.2291773603, 3.24850168406,
89158,Étais-la-Sauvin,26,89,675.0,706.0,44.79,23.0,104.0,282.810980603,5.0,22.0,474.966222538,282.810980603,147.889112903,44.2661290323,237.482391377,294.0,,16330.8,,179.057648542,122.617923476,160.849451766,369.569936113,35.4745480896,246.3510284,103.0,48.0,8.0,11.0,30.0,11.0,6.0,23.0,1.0,47.5119567987, 3.34972153514,
89187,Gigny,26,89,91.0,106.0,10.77,3.0,5.0,39.6914893617,2.0,0.0,91.8505802708,39.6914893617,33.75,18.4090909091,35.8191489362,,,,,18.4255319149,3.90425531915,24.6645939227,53.2446808511,2.90425531915,37.7553191489,26.0,6.0,3.0,4.0,12.0,0.0,1.0,3.0,0.0,47.8287677848, 4.30551561383,
89194,Grimault,26,89,122.0,123.0,23.77,5.0,10.0,58.2387573238,1.0,1.0,119.249686286,58.2387573238,44.9554213402,16.0555076215,50.4735896806,58.0,,21175.0,,19.6688746609,7.90535318746,14.5594562018,63.7612426762,4.85322977698,46.591005859,22.0,12.0,0.0,1.0,8.0,1.0,1.0,3.0,0.0,47.6605721672, 3.97653630246,
89223,Lézinnes,26,89,748.0,741.0,15.96,26.0,28.0,353.636122178,2.0,5.0,436.072773762,353.636122178,41.7149321267,40.721719457,260.260292165,345.0,,20146.0,,225.209271205,190.319634133,303.956048264,452.972111554,42.7144754316,318.868525896,55.0,9.0,8.0,7.0,29.0,9.0,2.0,11.0,5.0,47.8039171738, 4.07106558888,

